Fraudulent,Transaction_Amount,Transaction_Type,Time_of_Transaction,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Device_Used
1,-156.72794338878975,Bank Transfer,6.060442854819022,Los Angeles,2.1991497084775267,78.84083535013019,11.718877822877733,Debit Card,nan
1,8429.691968095107,POS Payment,5.605510605380785,New York,3.7519460240842335,66.70407925575041,6.0900738904527,Net Banking,nan
1,4467.639389117191,Online Purchase,5.001811699129089,Seattle,1.4991724240778446,105.04777872083858,10.889046464079884,Credit Card,Desktop
1,-2041.9173082475982,Bill Payment,14.433446091073312,Seattle,1.7861728243561419,142.02299260432744,12.1116031769126,Credit Card,Desktop
1,3107.043010931147,Bank Transfer,22.293532867885666,Seattle,2.7818382911970145,7.218487388907285,13.756688470017433,UPI,Desktop
1,5146.05182236899,Online Purchase,23.58246237795624,San Francisco,1.1775693418373563,8.954492046378633,6.25431690147301,UPI,Tablet
1,10718.496751971315,ATM Withdrawal,20.808712312326904,Seattle,2.4632085567938784,117.09389648321294,6.535706281057642,Net Banking,Tablet
1,-8208.289163298472,POS Payment,11.122970078126412,Houston,4.588224406152731,90.92951917378413,10.8152900926337,Credit Card,Mobile
1,938.784847646541,Bank Transfer,5.262504699141902,Miami,2.375530944185512,67.25317207496187,2.078318539703946,Net Banking,Desktop
1,3215.739293179197,ATM Withdrawal,17.477823176470476,Houston,2.2825578402739435,35.53113290982779,9.297308324353459,Invalid Method,Tablet
1,12557.757985047792,POS Payment,11.489616083749926,Chicago,0.8904218163572986,49.70146611992578,4.96973109309803,Credit Card,Mobile
1,10761.803945938555,ATM Withdrawal,9.09207953282646,Seattle,2.7057979592403862,47.47529206595253,10.655534779796994,Credit Card,Mobile
1,11681.825088027344,Online Purchase,10.277324070722079,Miami,4.927120573415171,-8.770773215009072,-1.1694155305965044,Net Banking,Unknown Device
1,4878.159932883394,Bank Transfer,15.332253390491458,Chicago,1.8894062851266353,44.3926811595523,11.347605856894743,Invalid Method,Tablet
1,224.06437410962326,Online Purchase,9.631968678594573,San Francisco,2.2377676970553035,89.83127243118963,4.477307355526267,Debit Card,Tablet
1,-1329.735390636456,POS Payment,28.37309398956245,Miami,1.4017886222897937,101.55321314799446,10.876815307767282,UPI,Mobile
1,5467.245152581132,Online Purchase,17.075977045116353,Miami,-0.2915588403287397,85.01955737600338,10.239889670680009,Net Banking,Mobile
1,-2085.8837821655507,Online Purchase,3.303060794451417,Miami,2.0321764923078316,82.3949137460674,2.7638629636998937,Credit Card,Mobile
1,10209.739117533907,ATM Withdrawal,10.064807701885293,Houston,2.1337450366544477,70.81756850016478,5.927265185633298,Net Banking,Mobile
1,2454.43833500102,ATM Withdrawal,7.1059504832868585,Los Angeles,0.698583730276864,95.65186664568357,11.025815413640018,Net Banking,Desktop
1,-9694.694552239416,ATM Withdrawal,-0.3922401079349189,Chicago,2.1915029141691766,52.218708930290674,11.77429291823846,Credit Card,Mobile
1,5203.928622660394,Bank Transfer,22.747920043861747,Los Angeles,2.9707062385403002,32.82759778721574,3.9905689292955606,Net Banking,nan
1,-1363.6740233337778,Bank Transfer,16.988637478062664,New York,0.8636033975291086,37.35616365520354,7.717494076252463,Net Banking,Tablet
1,1815.7255019511144,Bank Transfer,15.834207280139363,Miami,-2.076336139425976,97.59224355958855,9.175974338384613,Credit Card,Tablet
1,-1914.3635571739242,ATM Withdrawal,1.1127612700272707,Boston,2.4468886249639596,86.49227671690454,5.639096578683386,UPI,Desktop
1,2901.58432647513,Bill Payment,8.556733798382847,Seattle,0.8187961074024863,57.11503416039892,3.674525035766381,UPI,Desktop
1,3445.681716695113,Online Purchase,12.76751982438578,Houston,0.16563894227766696,49.67974767469939,8.302352916542967,Credit Card,Tablet
1,1967.4069632612748,Bill Payment,8.595426124905376,Seattle,1.8626322585884516,63.593081024251774,3.0737044964775064,UPI,Tablet
1,6506.469081714828,POS Payment,4.109669080030732,Los Angeles,4.091493428303421,60.300601733945896,12.280624280581632,Credit Card,Desktop
1,3957.1952706942006,POS Payment,-0.07718273142258703,Los Angeles,1.859202480205931,107.98505706977768,6.937768367150733,Debit Card,Desktop
1,10151.448391972513,Online Purchase,19.742956213722724,San Francisco,3.6563913243390678,62.09428736453276,10.539804487468922,Net Banking,Tablet
1,-8043.6117991231795,Online Purchase,18.44311558392382,Boston,3.6811727846193714,72.4096973964064,12.77830258171548,Debit Card,Mobile
1,13732.644647304845,Bill Payment,11.786149129438693,Seattle,6.401642147346567,21.284715263340757,-2.8314621417870605,Credit Card,Mobile
1,4888.552265004499,Bank Transfer,3.442499468399763,Boston,1.979336202183954,44.50306338720945,13.648911895714827,Debit Card,Mobile
1,-2976.253203784102,Online Purchase,0.7082310533012706,New York,1.2616742975477218,86.37889292882554,10.958953674866041,Debit Card,Desktop
1,-42.99775572171711,Bank Transfer,12.4886461197126,San Francisco,1.2742386439907385,47.59507406238541,5.971991319882176,Credit Card,nan
1,5581.34122119144,ATM Withdrawal,12.993691039461067,San Francisco,2.0982174189545644,103.14473078165061,6.585279798266257,Debit Card,Desktop
1,10622.924782240063,Online Purchase,9.921164971682957,Houston,1.5357691989784017,44.826702023333524,12.909912325408905,Debit Card,Desktop
1,3460.8708278532026,Bill Payment,19.774316126998826,Boston,1.2432335609894811,16.244150169118107,14.89090179812419,Credit Card,Tablet
1,4198.908762545917,ATM Withdrawal,6.207768586782109,Los Angeles,1.847916416527496,96.27129359363815,4.752011937177161,Credit Card,Tablet
1,6813.400474945993,Online Purchase,0.3430162168549771,Miami,0.39954666525418814,54.76897734165687,0.19758671577138998,Credit Card,Mobile
1,10937.635091188662,Online Purchase,1.6550627295827134,Houston,0.34607157364856134,65.1501982231067,6.078022332594127,Invalid Method,Desktop
1,-8597.589137245577,Online Purchase,23.168684492035887,Miami,2.619118440067207,107.39473370987278,2.248191943251247,Credit Card,Tablet
1,1335.9636172087144,POS Payment,-5.283542834393957,Miami,2.7732749074904994,51.718824219974934,4.704844833132006,Debit Card,Desktop
1,7486.090395420109,POS Payment,8.092362341823186,Los Angeles,4.1162025545296,110.90911235054557,10.08335793128415,Debit Card,Mobile
1,4517.271606323226,POS Payment,13.929022699763292,Seattle,3.2135516704206717,50.58422728969639,4.971685907659774,Credit Card,Mobile
1,2029.041673896966,ATM Withdrawal,4.0463188514557755,Los Angeles,4.082056649130701,76.75552092112085,11.954517879670362,Net Banking,Mobile
1,-4195.827680778151,Bill Payment,3.514016945152795,Seattle,1.5241418181252389,84.74941185735247,11.21685328858493,UPI,Tablet
1,-185.1818072138126,Online Purchase,18.085792702513185,Los Angeles,2.1570757590770526,25.40250526624468,8.015142584683073,Debit Card,nan
1,4155.482133074811,Bill Payment,11.48900007076082,Miami,1.9939014952532736,38.73127547312251,7.233716844229527,Debit Card,Tablet
1,7355.034802165722,Bank Transfer,18.45122205966747,Boston,0.20408058471532953,61.92697572132436,7.266370724069938,UPI,Desktop
1,-1379.1469926699565,ATM Withdrawal,5.058290416969842,Los Angeles,2.0921152046427296,48.663335276358126,5.114142610544281,Credit Card,Desktop
1,3622.5458683275197,ATM Withdrawal,0.3583595548072953,New York,1.8706498973734231,31.05422570528917,5.503755815143041,Invalid Method,Mobile
1,4958.745804278214,Online Purchase,14.98564275957919,Houston,2.0509257320858008,28.463041439989283,1.7308490260952896,Debit Card,Mobile
1,4389.1246473587835,Online Purchase,12.967915308527997,Los Angeles,1.306565149630746,16.46404835847946,3.651094332886828,UPI,Mobile
1,-972.8874415471018,ATM Withdrawal,16.321023971284646,Chicago,1.3308590519785102,121.48898813233959,12.607664324544592,Credit Card,Mobile
1,-6915.842716838183,ATM Withdrawal,8.921000911238291,Los Angeles,2.6855503199380664,116.62408867611038,-0.7284397573288999,Debit Card,Mobile
1,3069.2563456957237,Online Purchase,14.754749408302482,Miami,1.5149954425189711,7.429264731393225,13.554754920206285,Net Banking,Desktop
1,1100.4020821306829,POS Payment,12.54642755948537,Miami,1.3223748599971228,76.82091447111907,3.0288519954551596,Net Banking,Desktop
1,10679.238582210148,ATM Withdrawal,11.093367699650543,New York,2.7913610996607927,31.348936861801633,6.425326710368101,Net Banking,Desktop
1,1376.9524858253317,POS Payment,8.727909842506376,New York,1.1724989515611877,85.73539051065852,7.1963843364065285,Credit Card,Tablet
1,6061.0760704877175,ATM Withdrawal,12.139648798997673,San Francisco,1.5099013846977627,23.889070618536927,10.425978930496893,Debit Card,Tablet
1,4752.452436915344,Bank Transfer,13.704000115352144,Miami,2.8056508999475307,32.277823394551305,7.404205985119214,Net Banking,Tablet
1,6105.611531752093,Bill Payment,3.1617480427094886,Miami,1.7911821876844394,36.65926669597545,2.345465418983454,Invalid Method,Mobile
1,-84.36109236735683,Online Purchase,23.180927992286485,San Francisco,1.2865456208860184,144.81003841620833,5.641753488628073,Net Banking,Tablet
1,-3073.322282914468,POS Payment,15.929130670920339,Los Angeles,2.3634695651067474,42.12958350661857,15.34952289791052,Debit Card,Desktop
1,-1798.637502565667,ATM Withdrawal,4.158891642785836,Los Angeles,2.327179602230676,5.36982374575566,4.895424905175071,Debit Card,Mobile
1,-5674.179410940204,ATM Withdrawal,-2.0672138071059294,Chicago,0.9177903140766841,94.2488574870965,2.8062569728369935,Credit Card,Desktop
1,-905.8906309556419,Online Purchase,9.962687421335179,Chicago,2.1047573442974703,41.293869408316176,11.422563313722652,Net Banking,Mobile
1,3650.652402575118,Bank Transfer,14.071731077391986,Miami,1.5700650226397561,40.55606287862729,9.919187973805409,Net Banking,Mobile
1,3712.7221486656244,Bill Payment,5.956731061417359,Los Angeles,1.4909548026273858,31.297139441635025,1.8925334892782653,Credit Card,Desktop
1,1087.0806168148245,ATM Withdrawal,23.792547623498823,Miami,3.366309858375079,52.51327904835401,8.063060617366324,Debit Card,Tablet
1,2978.325714929648,POS Payment,5.295406172342483,Houston,1.55617738065938,79.3729253802693,8.84758466190337,Debit Card,Tablet
1,11202.66371259952,Online Purchase,10.881253873520189,New York,2.7258183543550087,60.20612694154647,12.511197973436609,Net Banking,Desktop
1,7266.83617705339,POS Payment,12.12538281749178,Los Angeles,1.6914809790495329,64.00967738357481,5.401874272062369,Debit Card,Tablet
1,3369.2070967287696,ATM Withdrawal,3.2952092527712935,Miami,0.9055816095730871,105.62986257686984,9.345672036929928,UPI,Mobile
1,9941.097827041387,Bill Payment,18.15738384674975,New York,0.9122578676848019,76.47077165014926,7.9135405783357795,Net Banking,Tablet
1,3624.407483957262,Online Purchase,1.9527409215530955,Chicago,2.583464062566992,94.11734003272599,5.71287387548616,Debit Card,Tablet
1,5277.21810267931,ATM Withdrawal,6.9628969460418375,New York,-1.4298860799664181,107.70609898695379,13.171156717702246,UPI,Desktop
1,1638.204431715126,POS Payment,21.250142259144496,Boston,2.9909201092023,0.2589959193149909,10.31791133687527,Net Banking,nan
1,8848.727737957295,Online Purchase,7.619449586538782,San Francisco,3.4081624088065077,126.26430212117728,8.02338534972291,UPI,Tablet
1,-669.8440102241807,Bill Payment,15.328419582601635,Houston,5.522677460666231,91.49153183854004,7.780643193225693,Credit Card,Tablet
1,-3975.9874218218956,Bank Transfer,15.429982143460906,Seattle,2.022562984981562,84.53382593163718,6.440839330042322,Net Banking,Tablet
1,1674.5186830841792,Bill Payment,19.870851902093367,San Francisco,-0.8250738076355986,21.55401315875909,4.784587919286205,Net Banking,Mobile
1,6829.896548130988,Bank Transfer,10.437150268693433,Los Angeles,0.24027761139015436,57.65364304181381,-1.400021323049744,Net Banking,Desktop
1,12026.030996719957,Bank Transfer,8.233948307736856,Los Angeles,2.1584674816670786,107.27722664030122,9.382861653859567,Net Banking,Tablet
1,-1955.722934233656,Bill Payment,14.823147423220174,Houston,-0.7765050838792411,75.74728431585184,10.20419889241792,UPI,Desktop
1,5064.566960608387,ATM Withdrawal,15.733066252534865,Boston,2.86562386090776,78.91913876385578,4.071773042532691,Credit Card,Desktop
1,559.6874831329487,POS Payment,9.05223924054968,Chicago,2.638795181629993,88.01813034711607,8.732258440678496,UPI,Tablet
1,758.5843045338447,Bill Payment,2.4084474531080655,San Francisco,4.101135756758662,16.904711602108385,9.061199014618555,UPI,Tablet
1,4851.010387466553,Bank Transfer,9.645569465005767,San Francisco,1.5626897497981218,32.07280648418796,3.1958047012276536,UPI,Tablet
1,4073.976255605894,Online Purchase,21.281325192741996,Miami,0.9186948256716938,95.85102739885674,13.721749182776724,UPI,Tablet
1,-5389.954547279439,POS Payment,23.696877532576742,Chicago,1.5072472211229635,113.18959504127788,10.357449131485662,Credit Card,Mobile
1,4560.533017567061,POS Payment,13.339890515332819,Houston,4.523748215670489,71.64983894758684,6.645346202380068,Net Banking,Tablet
1,2886.8488848174484,Online Purchase,10.980557027300014,New York,1.9868067441676036,-4.447134000637419,6.652678755010593,Net Banking,Tablet
1,-5630.488288591577,ATM Withdrawal,10.239868519560808,Boston,2.545125929562094,75.4735496952254,11.364953668381585,UPI,Mobile
1,1551.858648424606,POS Payment,23.377911314495563,Chicago,-1.28652713567257,85.8225711609016,7.77296505904166,Credit Card,nan
1,-9780.056942221589,Bill Payment,10.048131890683413,Houston,2.3817355981700286,51.34808792913357,7.161268437185307,Net Banking,Tablet
1,4142.489293093141,ATM Withdrawal,6.092983508497157,Houston,1.1862390061613302,58.50994721553118,4.148524539845239,Credit Card,Mobile
1,11135.48118859499,Online Purchase,15.388726460271869,Seattle,2.615285646134224,74.69509784047486,3.8034156322146084,Net Banking,Mobile
1,4874.3362984618025,Bank Transfer,-0.8881229492346172,San Francisco,2.8386827906301453,49.144741674689335,7.73163344727019,Debit Card,Mobile
1,6026.572345654157,Bank Transfer,13.220152884319983,Houston,2.392399332768447,45.67529618207846,3.5075450876097602,Net Banking,Tablet
1,3820.0568983946177,POS Payment,8.810891598939621,Chicago,2.804696093405631,-1.699856166461359,11.827527659506242,Net Banking,Mobile
1,9161.878833062197,Online Purchase,17.642245642737205,Los Angeles,2.7285228430654405,149.4154121802595,7.2933855348919066,Debit Card,Tablet
1,3595.6862962071664,Bill Payment,1.2353960012701037,Houston,3.1101844414123843,29.088995034269065,1.9453670064862152,UPI,Tablet
1,5710.178195578916,Bank Transfer,9.618043978385849,Seattle,1.3824989958811758,84.75868606934677,15.094165207088658,UPI,Mobile
1,34.698705139271624,POS Payment,4.790372379501512,Boston,2.3275911800936426,32.5607599056454,9.901193020230961,Invalid Method,Desktop
1,-4505.119069440391,POS Payment,8.709480733060001,Chicago,3.228167511293586,68.7871096692586,12.84395899718306,UPI,Mobile
1,1488.0025718905488,Bill Payment,13.055138554146016,San Francisco,1.1808759541830627,89.41643593147262,1.6313923823923657,Net Banking,Tablet
1,-2029.5931942023853,Online Purchase,13.18823124575825,Chicago,-0.46412429239994735,43.967493287862716,0.37995629433691835,Net Banking,Mobile
1,6485.816614641055,Online Purchase,15.498795247309332,Chicago,3.315864576369657,72.87524255092616,8.978779158965736,Net Banking,Unknown Device
1,3618.566561127034,Bill Payment,13.48948314446666,Los Angeles,2.2221374284129687,47.878440968710855,9.12871701052017,Credit Card,Desktop
1,7045.636875723028,Online Purchase,10.660850141409561,Miami,3.6428664617253532,80.26695236203892,6.817153134639573,Debit Card,Desktop
1,4838.756094382119,Bank Transfer,14.784598920726122,Seattle,0.3670385500000828,67.23130685208454,13.18483309127863,Debit Card,Tablet
1,-133.48783395393593,ATM Withdrawal,20.322602263694073,Los Angeles,2.0534105256886006,78.09874491279109,1.6683779911177492,UPI,Tablet
1,912.2135868703726,Bank Transfer,20.93999746075903,New York,2.7313129618236434,81.6909399180258,4.312499119400385,Net Banking,Desktop
1,-3870.1881611317813,Bill Payment,15.659589031249512,Chicago,-1.5579515630966538,85.57305834289303,6.470940419608043,Credit Card,Mobile
1,-2467.66241991526,POS Payment,5.5130009431987625,Chicago,2.508424137725817,92.34308746351783,8.990060590471893,Net Banking,Desktop
1,4569.371224440955,Online Purchase,9.365774189988208,New York,2.6655376099910617,124.76736599188293,5.790947975066016,UPI,Unknown Device
1,-2204.3076059941504,Online Purchase,10.364323654660573,New York,2.1597461226883192,94.29000680664177,6.107076909312636,UPI,Desktop
1,8513.107547502379,Bill Payment,16.685850112585452,New York,4.215324040835576,52.85942457895481,7.380519665437436,UPI,Tablet
1,-7419.802035832433,Bank Transfer,14.499559465658269,Miami,2.7412026599625343,80.9385605682118,9.206606524113388,Net Banking,Desktop
1,3871.733053776781,Bill Payment,18.36720814115409,Chicago,2.2136686000624244,98.23001405591685,2.1471124433451036,UPI,Mobile
1,-1650.225486827022,Bill Payment,20.48389951764775,Seattle,1.4691565675586618,45.468607636997056,7.087416259079409,Credit Card,Tablet
1,7426.414681305237,POS Payment,8.335608692518662,Seattle,2.2737473580034178,89.8530775889651,10.570973001489346,Credit Card,Desktop
1,1568.7198733671294,ATM Withdrawal,12.041461866658247,Los Angeles,1.0947407253560477,91.48562506037504,9.920817996151738,Debit Card,Desktop
1,4090.3375503219927,Bank Transfer,7.8085739803791725,Houston,0.7053634522105947,56.6328261753898,8.847315449913891,Net Banking,Mobile
1,-1557.3124920098635,Online Purchase,14.687076056345884,Seattle,-1.1064135231369256,48.52295969146597,11.841652044255305,Credit Card,Mobile
1,7848.51688248458,Bill Payment,8.737809092535159,Houston,0.42368944418235666,116.89138164501887,5.6454713054646035,Debit Card,Unknown Device
1,3381.6371345020766,ATM Withdrawal,0.5976838619132998,Miami,1.6085626258965389,84.72083486742589,9.53393043921219,Debit Card,Desktop
1,9786.778139866052,Online Purchase,14.013415041468292,San Francisco,0.4209522059466202,18.730010977536736,9.30122355737249,Debit Card,Mobile
1,13238.844286407151,Online Purchase,24.184116896721918,Los Angeles,2.806509829233352,1.4313201217999918,14.805137252692884,Net Banking,Desktop
1,-6177.745233933319,Bank Transfer,9.870408880134105,Seattle,3.4247027763334286,7.865680176773999,-3.283405549375221,Credit Card,Tablet
1,-2740.22181421835,POS Payment,14.062017259930352,New York,2.23778429591174,56.68978676193598,11.44474803502679,Invalid Method,Desktop
1,2999.3349911845976,Bill Payment,0.12480111006797578,San Francisco,2.937471472294813,78.64628042658128,6.094866553676052,UPI,Desktop
1,-8934.597353113379,Bank Transfer,-0.3698627302782054,Chicago,-0.5754590581172074,55.940458045283044,11.709802658893906,UPI,Mobile
1,-1768.0482666617036,Bank Transfer,12.739850342814394,Miami,2.085390082070965,58.47493546723663,4.001212253140855,Net Banking,Mobile
1,5012.586326670552,POS Payment,-1.1076378732472474,Los Angeles,3.2444115273693623,36.09245739284198,7.690229414479825,Debit Card,Desktop
1,-699.932096839821,ATM Withdrawal,9.06868885433414,San Francisco,2.548775732845251,16.269310259932126,2.400721088223034,Debit Card,Mobile
1,7551.4774725029265,ATM Withdrawal,13.489473004755459,Miami,2.5964461822426292,84.43418158612256,6.635733818075906,Credit Card,Desktop
1,-9388.015110571792,Online Purchase,12.492452075651052,Houston,0.34274351769425637,15.287274680119417,2.6921243793805534,UPI,Desktop
1,-2348.2056303112595,POS Payment,10.4886039778886,Chicago,1.6971615072061994,1.9971737932419487,6.287304570632836,UPI,Desktop
1,4976.404171012246,POS Payment,12.70972539430398,Chicago,1.8384236297408392,107.04905032400617,3.011121972974431,UPI,Mobile
1,9230.073336002351,Online Purchase,15.08340607441429,Boston,1.2078966886107119,84.73257529247572,7.574579125218745,Invalid Method,Mobile
1,-2999.707468006267,Bank Transfer,0.9267138920316746,Los Angeles,2.0172411288950927,132.00195918278308,3.42404554109529,Credit Card,Mobile
1,4381.842971185146,ATM Withdrawal,14.1463862538807,Miami,2.405524285872265,4.0106813314451415,10.345300965163371,UPI,Mobile
1,4951.2996067343665,Bill Payment,-1.276263351539768,Seattle,2.034937042448525,126.90134968706022,5.805341758886016,UPI,Desktop
1,5988.229901335958,POS Payment,20.65447419625346,Miami,4.682770879766939,158.94660274736765,14.215594177082234,Debit Card,Tablet
1,567.1679951834449,Online Purchase,23.257505371053163,Los Angeles,3.0150358450852175,101.12934870151892,3.182151831210092,Credit Card,Mobile
1,-1767.0233871682485,Online Purchase,17.003841129755546,New York,0.7016598436214125,34.39662234350629,15.087528505958801,Debit Card,Tablet
1,8186.899887084195,Bill Payment,12.956406626090592,Houston,-0.8515153605251227,97.4366644307986,8.607520323505177,Net Banking,Desktop
1,-14387.183856758722,Bill Payment,25.71252241174503,Los Angeles,1.0476956327444855,49.91071417786173,9.48381304139868,UPI,Desktop
1,2318.5284959647033,POS Payment,5.42802871688605,Miami,2.0751728537264387,158.89017447145835,12.477400193061563,Credit Card,Mobile
1,8411.672439931457,Online Purchase,13.312068595810716,Seattle,2.790688154782229,94.95721586845758,2.4392420772364236,Credit Card,Mobile
1,-1129.235211538099,Bank Transfer,5.953129909039552,Houston,2.042712656585144,99.3018794669625,4.08192524979098,Credit Card,Desktop
1,2426.011959578458,POS Payment,14.087162949636612,San Francisco,-0.8106801162717376,41.190642287935745,3.809207497654711,UPI,Mobile
1,-85.3178711852388,ATM Withdrawal,15.578806123665082,Los Angeles,2.16809835883659,63.78350128285133,6.47373129928967,Net Banking,Desktop
1,-24.679816538053274,Bank Transfer,14.887291296199667,Miami,2.6901171540262423,32.380397196978976,7.676359046457642,Debit Card,Desktop
1,6361.24841933093,ATM Withdrawal,15.625780517110652,San Francisco,3.4932428456373312,108.06822850433537,11.43650145439128,Credit Card,Unknown Device
1,11655.962737305596,ATM Withdrawal,15.180591472753413,Chicago,0.053138591116229206,55.551567240313474,13.696117696369098,Debit Card,Tablet
1,4964.445898115334,ATM Withdrawal,0.8597440312724505,Los Angeles,1.598083732177273,78.9616083796773,9.978883945489853,Net Banking,Mobile
1,12394.830733716946,Bill Payment,4.788787316746279,Seattle,0.008385911227120513,33.69950224565771,6.073243654909786,Debit Card,Mobile
1,4556.833801720648,Online Purchase,4.761913632722612,Chicago,1.7332743991460733,52.924006506112974,3.4473936838435923,Net Banking,Desktop
1,4388.878644047797,Bill Payment,4.637611668562088,Miami,1.8228657393562862,125.55214388152301,8.795061028803488,UPI,Tablet
1,2129.799321872754,Bill Payment,13.971905887229264,Miami,2.081376117387013,38.25538382885479,5.861029620223214,UPI,Desktop
1,7393.23129574667,Bank Transfer,8.43011003739283,Miami,2.0531221548363274,8.760872600713064,10.401327176654698,Invalid Method,Mobile
1,-11082.118992231794,Bill Payment,18.94325550337249,Chicago,2.696882630521168,5.597648878630089,9.685378315014088,Debit Card,Desktop
1,409.9820801783253,Bill Payment,6.107866357625987,Seattle,0.6749772303123356,40.909514528583856,-1.8026656172065856,Debit Card,Tablet
1,16581.47249721668,Bill Payment,13.291673516820556,Chicago,1.1282540303273072,-0.8345692992006235,11.334719384865043,UPI,Tablet
1,-243.06505382139358,Bank Transfer,22.06687069800505,Miami,4.038482704406906,56.19370561604349,4.745276127613797,Net Banking,Tablet
1,1769.6606503294597,Online Purchase,8.017930419148655,Houston,2.7054371502379846,34.93276760374168,7.97884511249931,Credit Card,Tablet
1,1983.8021237709072,ATM Withdrawal,30.059263219935417,Houston,1.410523302718258,78.02918902512215,3.243513974661119,Debit Card,Tablet
1,5337.641634660412,Bill Payment,18.84970143006067,Boston,-0.30435122816769633,91.28981434001818,5.028237654693687,Credit Card,Mobile
1,-3213.096406163667,ATM Withdrawal,13.851442072711587,Chicago,-0.5298599742707144,67.95397489765027,3.8284613329939603,Net Banking,Mobile
1,5406.441154467764,ATM Withdrawal,-0.16047509365526125,Miami,1.407793012865821,93.59674782517669,8.060336855380898,Debit Card,Desktop
1,4288.293638524167,Bill Payment,-3.0376731165569044,New York,1.8853992970192932,64.44680871262845,12.217260805261834,UPI,Tablet
1,2698.730086797962,Bill Payment,7.596290304902346,Boston,2.039766055134996,51.11257520636462,6.164061892000851,Debit Card,Desktop
1,6803.185173570139,Bill Payment,3.4039119210200575,San Francisco,2.6058081327728675,147.26114731978814,6.717110288173437,Credit Card,Mobile
1,3137.9625182171753,Bank Transfer,12.77018231277916,Chicago,3.4572803472781044,102.80678625486584,6.231510049345795,UPI,Mobile
1,13483.067909205336,ATM Withdrawal,-6.702878859638316,Seattle,1.4438609711609933,66.91918099399986,2.6636813634787933,UPI,Desktop
1,15435.260593769832,Bill Payment,19.07755904721622,Miami,2.5934431425598574,79.90110025101544,9.159182960845904,UPI,Desktop
1,256.23672677013155,POS Payment,8.736139650209154,Miami,1.8120565240669086,20.85688641499445,8.729076201127313,Net Banking,Tablet
1,13954.239961939533,POS Payment,10.605063862817923,New York,1.6644276299985359,63.70449386463445,6.253794892270999,Debit Card,Mobile
1,-1654.977377336786,POS Payment,-4.5939764655488435,Boston,1.040719093217291,26.95948216415644,1.115336535217791,Net Banking,Desktop
1,-254.16435315737317,POS Payment,18.160937282629714,Los Angeles,0.7165792506746089,83.24378654503717,4.640326396139521,UPI,Mobile
1,-5604.8066516471945,ATM Withdrawal,21.380884033422756,Seattle,1.6059391477653708,76.70182711668842,6.116973692970091,Credit Card,Mobile
1,5620.777570872631,ATM Withdrawal,14.199147295084902,Seattle,2.9277945929160856,42.021742341241094,8.339802412374643,UPI,nan
